																																																												
																																																												
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
"Gambia, The"	GMB	Real interest rate (%)	FR.INR.RINR																			8.021429578	3.981173882	15.20458566	16.18344068	3.068093983	14.91667967	8.255285361	-17.88548	-8.907682265	7.948365223	18.08058834	11.51499525	12.98220621	-45.94845706	24.3256124	19.91682319	20.45012162	20.27487212	15.80848621	33.46679223	18.93827309	27.09540165	21.3105658	21.80095961	12.32764694	14.56180216	16.82022293	30.2363864	27.29103156	22.65009868	24.49593815	20.7448681	21.68416844	22.63712634	23.32082896	20.80924318	18.87768811		
Guinea-Bissau	GNB	Real interest rate (%)	FR.INR.RINR																																														5.670531443	14.60617459	5.418784254	-1.196544592	12.7333662	6.74948453	-3.323956965	11.05634723	9.486929679		0.915218793	
Equatorial Guinea	GNQ	Real interest rate (%)	FR.INR.RINR																										-24.72579896	17.9481064	12.41829838	10.40103463	21.31825531	4.777845427	14.09311735	39.24803286	20.70917062	-5.642457935	7.725762893	21.00630069	40.4675071	78.27373591	-12.32963381	-25.94167391	37.07686065	19.89785142	17.25470343	0.921323155	-26.14864259	2.086243439	11.60968412									
Greece	GRC	Real interest rate (%)	FR.INR.RINR		6.412025711	3.244159855	6.759862956	5.092294783	4.800620482	3.953434241	6.40392201	6.890375736	4.459027777	0.008450853	4.879750592	2.811507568	-9.850582606	-8.916006028	-1.100607916	-4.237994806	-1.5422716	-0.289760189	-2.865049443	1.686144355	-0.229172143	-5.276789875	-0.093031024	-1.163444958	1.238424666	1.361013471	5.698916376	5.323794564	7.654531886	5.739388584	8.066148237	12.11643094	12.34793398	14.62448429	12.07572845	12.37752281	11.60290401	12.80143464	10.97950811	10.55587591	4.938642416	3.932859534	3.221018743													
Grenada	GRD	Real interest rate (%)	FR.INR.RINR																			-9.296812565	-0.790371928	2.102167177	5.062837433	7.00523608	7.011807833	6.439089936	3.410118375	7.456030911	6.565506213	3.57136274	1.513202094	12.03658821	5.132460923	7.531569198	9.165591067	9.065232819	7.873792334	7.324761662	12.43652865	6.511592082	10.30216219	-17.00743366	7.87371781	10.89653084	12.13463967	7.991377657	7.416960788	4.963543719	7.290721792	1.544496951	10.99619442	10.04709439	10.43922513	5.579135251	6.174127413	8.356544099	7.211003223	
Greenland	GRL	Real interest rate (%)	FR.INR.RINR																																																									
Guatemala	GTM	Real interest rate (%)	FR.INR.RINR																			5.217299817	2.222002585	0.904609528	3.180057226	9.070519072	5.104142936	7.564367756	-5.707821369	-20.0024088	5.55698756	3.144829469	4.590346913	-12.28523286	0.833450528	9.764970206	8.933269012	10.0347534	11.49421724	12.68747622	9.588412677	6.448926448	13.77560361	13.15317509	24.02249232	9.783666041	10.07342523	7.290839316	7.004109207	7.399119937	5.320974016	3.610146759	9.95319596	7.798768258	6.07573426	9.837313292	9.897870482	10.44214702	9.646905836	
Guam	GUM	Real interest rate (%)	FR.INR.RINR																																																									
Guyana	GUY	Real interest rate (%)	FR.INR.RINR															-21.80234572	-6.243034791	14.09049895	5.724291581	-4.606575263	4.632998984	1.539833007	8.778220753	9.657107612	5.582384315	-3.589612088	0.42782349	2.410327063	-27.54117256	-6.936632349	-54.71163596	-15.11994972	-41.09918541	13.38105801	3.344160113	-1.118773559	6.067608081	13.26283075	15.42924777	13.36545059	5.313250201	10.0390758	19.25857764	11.3010356	9.0116655	9.197633739	6.156009286	-32.0004324	1.693282986	5.101916438	12.15238998	7.346289118	5.615008347	7.672991072	13.30616101	13.26959854	12.9320136	
High income	HIC	Real interest rate (%)	FR.INR.RINR																																																									
"Hong Kong SAR, China"	HKG	Real interest rate (%)	FR.INR.RINR																															2.263716266	-0.586850007	-3.093125988	-1.945470485	2.049246528	4.427109271	2.470924442	3.536065872	7.686369155	13.1337027	13.34719447	7.023529227	8.697747698	11.71130916	8.910834958	7.911924418	8.329322118	3.502600012	3.671480718	5.395671431	4.716626353	1.060720715	1.405320674	3.131537372	2.076974109	1.325803338	
Honduras	HND	Real interest rate (%)	FR.INR.RINR																							11.55570569	8.540917545	12.40894842	10.50041902	11.76596483	12.36147002	8.35158162	7.798333283	-3.42453762	-3.295560616	11.53149749	7.437833493	-3.267785549	1.658346452	5.545578746	8.003766835	17.07790539	16.66565384	-3.054273007	14.50701917	16.70233414	14.22506592	12.61077139	10.76809208	11.47428245	9.359386039	9.412844122	10.95295752	13.55479289	9.971806992	14.35696298	18.45328242	14.29461239	13.50683949	
Heavily indebted poor countries (HIPC)	HPC	Real interest rate (%)	FR.INR.RINR																																																									
Croatia	HRV	Real interest rate (%)	FR.INR.RINR																																					18.05146864	7.964316735	6.925061862	10.7958348	7.314201214	5.128374529	9.04470808	7.234369233	7.735161152	7.540104221	5.707919378	5.019762177	4.131074005	8.536481183	9.466399121	7.880502805	7.776584655	8.374482984			
Haiti	HTI	Real interest rate (%)	FR.INR.RINR																																						12.80942032	13.87783956	20.29179821	18.33352795	20.03675336	21.97611064	13.63709409	21.80458893	3.978887259	10.1341351	13.92316947	4.354477911	13.14035177	11.40871487	3.813334042	3.465436071	1.991944498	5.802960918	5.321181233	
Hungary	HUN	Real interest rate (%)	FR.INR.RINR																																	9.49789998	3.419028463	6.618854536	4.636167501	4.291572434	1.404350872	4.996389833	7.640992129	2.502630897	0.75341598	1.660916977	3.921878867	7.504193145	6.001512983	4.428877553	3.541816183	4.954997296	6.804200104	5.162263281	5.978013808	5.404602342	3.269253443	1.051559398	1.150433532	
IBRD only	IBD	Real interest rate (%)	FR.INR.RINR																																																									
IDA & IBRD total	IBT	Real interest rate (%)	FR.INR.RINR																																																									
IDA total	IDA	Real interest rate (%)	FR.INR.RINR																																																									
IDA blend	IDB	Real interest rate (%)	FR.INR.RINR																																																									
Indonesia	IDN	Real interest rate (%)	FR.INR.RINR																											18.81387347	4.881607487	13.442823	11.15598824	10.75316306	15.41486706	15.60691171	1.203573126	9.263077251	8.162954671	9.699419192	8.21356548	-24.60016808	11.82652643	-1.654212471	3.719985957	12.3224125	10.85207115	5.134410231	-0.245735467	1.658151422	2.339674091	-3.85224508	5.747951509	-1.746096935	4.594376749	7.750188565	6.374931242	6.848935726	8.089383908	
IDA only	IDX	Real interest rate (%)	FR.INR.RINR																																																									
Isle of Man	IMN	Real interest rate (%)	FR.INR.RINR																																																									
India	IND	Real interest rate (%)	FR.INR.RINR																			10.77463134	-1.061145746	4.476508256	5.118236742	7.774707246	7.320986682	7.947099922	8.681673582	9.093224147	6.560180095	7.638632998	7.435843244	5.269527002	3.624716593	9.132749408	5.814776513	4.337109732	5.864178113	7.792994301	6.909578991	5.12127633	9.191247325	8.34261083	8.591449296	7.90717719	7.30788116	4.910128304	6.2483375	4.477348229	9.01950888	4.277227228	5.773571194	-0.596849661	1.498946519	2.469942738	4.015143867	6.788437771	7.956072784	
Not classified	INX	Real interest rate (%)	FR.INR.RINR																																																									
Ireland	IRL	Real interest rate (%)	FR.INR.RINR																-7.394577354	-6.422694238	-3.198377338	2.237972279	1.604503384	1.092836313	-1.654037912	1.614405583	3.085680516	6.145365424	6.893645416	5.330349258	8.75601656	4.886715848	3.691088942	12.10914931	8.667468233	9.575172349	4.521080717	4.366067185	3.41974874	5.128287439	2.437601945	-0.757525687	-0.709387452	-1.489268546	-1.181093269	-1.673138946	-0.413261575	2.041644135	-0.409147123											
"Iran, Islamic Rep."	IRN	Real interest rate (%)	FR.INR.RINR																																													-3.23017567	-2.93774274	0.114354569	-7.448463617	-5.460729156	9.039135012	-2.063052997	-12.11012996	-8.868004025	-17.37428246	1.567959466		
Iraq	IRQ	Real interest rate (%)	FR.INR.RINR																																													-2.959346528	-14.27760232	-3.076165618	3.275653063	-8.419722882	44.33097173	-1.922094573	-8.467921829	10.90655086	12.46814083	15.58601614	46.77844497	
Iceland	ISL	Real interest rate (%)	FR.INR.RINR																			-9.059072535	1.137434398	-4.902937055	-6.157042199	-5.009153469	-19.48904675	-3.189945679	0.390246714	-4.66442001	5.554013787	5.798261944	4.149360675	0.878499174	8.444881266	9.280595878	12.05564479	7.761235483	8.335889523	9.718480124	9.704149917	7.728730991	9.600503978	12.31380287	8.533343018	8.918835219	11.52480679	9.163569822	12.05939863	8.811683873	14.38282382	7.237379425	7.813274766	4.563034979	4.590734199	4.901531321	6.189501181	3.534632274	1.588010313	
Israel	ISR	Real interest rate (%)	FR.INR.RINR																																				-4.502008343	9.940248697	8.979314832	10.01822286	8.500868625	9.184170479	6.835756002	7.11799092	9.068726207	7.076079783	6.304841422	6.155576555	5.905479873	3.364662504	0.473990096	3.964870113	3.999469281	1.420530938	2.01210995	2.447823237	0.664684711	
Italy	ITA	Real interest rate (%)	FR.INR.RINR																			1.847405782	-0.70248596	-1.478113589	-0.35965651	-0.145438777	6.233823373	10.1161384	8.137900901	7.850379648	7.142346556	6.488893174	7.545802786	5.452176167	6.585797036	11.64704471	10.34007131	8.152557569	7.920644422	7.904502287	7.706970693	5.962459823	4.649498553	4.95993952	4.176905845	3.079027901	2.567352779	2.909019707	3.3622165	3.653549836	3.807401969	4.25126928	2.745100462	3.700397118	3.085469512	3.790038074	3.885145229	3.940725239	3.482206494	
Jamaica	JAM	Real interest rate (%)	FR.INR.RINR																	2.361807381	1.216593549	-10.1844178	-1.662053785	-2.24424896	7.148892159	7.499940703	0.007327129	-12.79070919	-2.811052272	0.377481935	13.19593008	11.72209101	11.43398394	4.302950753	-8.574057862	-9.51239671	4.601677218	13.17239887	17.52061912	17.77308692	20.29211262	6.40833768	18.93049719	11.53102482	12.27840002	7.56722933	6.506164811	4.677504041	5.285866926	8.07942404	5.279057528	2.887175247	4.28877604	9.685728897	12.99016486	10.36530843	8.606392258	9.562278694	9.250720563	
Jordan	JOR	Real interest rate (%)	FR.INR.RINR																															-2.156234921	4.898225584	7.099537356	7.211047912	3.338719707	8.622003782	8.998874556	10.88355062	6.215181443	12.7775034	12.26193071	10.07747382	9.17344712	7.002357067	5.016351006	5.471314905	-2.235261683	3.451608104	-9.043718829	6.251690871	0.5644968	2.161264311	4.095883171	3.229836561	5.361031115	6.057050612	
Japan	JPN	Real interest rate (%)	FR.INR.RINR		0.195711505	3.850069124	2.1573192	2.438519264	2.53461008	2.388644462	1.724113179	2.419301361	2.846328855	-12.22648261	2.380530224	1.364442597	-4.896967091	-9.6819073	1.792720991	0.22987227	0.761186732	1.73614703	3.519849045	2.757402342	4.522461578	5.667588983	6.157585858	4.919301746	5.53949047	4.169349073	5.320565167	4.686315841	2.994081754	4.497877637	4.799454231	4.491247242	4.407760435	2.812080483	4.060980405	3.169738703	1.93572325	2.366745502	3.516349507	3.499180194	3.108176088	3.372493199	3.495609766	2.899274829	2.742889378	2.57089967	2.632029138	2.919092117	2.348199482	3.561529821	3.229269677	2.185638827	1.642620061	-0.521371698	-0.874698139	
Kazakhstan	KAZ	Real interest rate (%)	FR.INR.RINR																																																									
Kenya	KEN	Real interest rate (%)	FR.INR.RINR												20.06938634	7.701926986	-1.092377054	-5.643527172	-1.640905655	-7.490083761	-5.902336357	6.712201813	4.128561068	0.942589238	1.410506086	2.605412411	3.572394451	3.835120318	5.257537652	4.864495047	8.157389639	8.026232316	6.815211935	7.332797069	5.745512647	1.825329186	3.413472407	16.42810989	15.80164834	-5.776588542	16.87956849	21.09632603	17.45404878	15.32743345	17.81250097	17.35814064	9.770510928	5.045257596	7.609987548	-8.009866973	4.819090789	-0.984996971	2.837078161	12.025898	3.840675702	9.453588077	11.33885965	7.889581988	6.362246645	
Kyrgyz Republic	KGZ	Real interest rate (%)	FR.INR.RINR																																					21.92733449	25.20362821	59.00620219	16.92573884	19.43493807	27.94837094	22.33222935	14.57564808	22.98728557	18.17570065	12.62288868	9.534972723	2.842518011	21.45410625	11.8824446	2.280145792	14.02800013	17.98101296	12.86369682	21.59398219	
Cambodia	KHM	Real interest rate (%)	FR.INR.RINR																																																									
Kiribati	KIR	Real interest rate (%)	FR.INR.RINR																																																									
St. Kitts and Nevis	KNA	Real interest rate (%)	FR.INR.RINR																						-5.548227564	2.56633691	9.425517348	6.030704515	9.586763903	4.855960261	6.046502148	3.733339046	5.954381967	4.170095062	8.315467114	5.657984012	8.438011972	5.097966139	8.610279558	10.43683334	6.132442636	8.331983108	7.603546599	8.318962868	6.380040365	8.150574823	13.4638076	6.539842474	10.92245347	-1.170038014	2.969016102	5.388647997	7.762406187	8.913847022	4.897261756	10.84212824	7.669712676	7.655293554	9.696053194	
"Korea, Rep."	KOR	Real interest rate (%)	FR.INR.RINR																					-5.130373386	-0.00398815	5.315924064	4.880335603	5.308182243	5.560790526	5.538996133	4.975673224	3.2017179	5.213414193	-0.354618571	-0.198461396	1.99034852	2.019828073	0.748137515	1.436410685	3.678007315	7.727194573	9.839088828	10.54861915	7.522023876	3.91500114	3.5985256	2.748274715	2.835473697	4.515194535	6.135900511	4.057185004	4.090712677	2.03479954	2.278198445	4.107811844	4.307375316	3.757939635	3.641032869	1.294941316	
Kuwait	KWT	Real interest rate (%)	FR.INR.RINR																				-24.50551975	-25.08769849	-1.952302055	7.860113394	22.16974034	8.199547261	3.70780364	46.20142436	-2.639771992	3.649947841	10.27664787				16.56317988	14.31942808	3.354609563	-5.835300677	14.18559258	31.47946503	-8.055211915	-9.674060395	17.49564742	1.264028889	0.46918968	-4.703042823	-12.14420026	-6.537168983	4.054860367	-9.311316246	28.2351932	-5.62590035	-10.26607337	-2.328577595	4.328097687	11.82465245	43.27406227	
Latin America & Caribbean (excluding high income)	LAC	Real interest rate (%)	FR.INR.RINR																																																									
Lao PDR	LAO	Real interest rate (%)	FR.INR.RINR																																11.5322976	18.87483107	12.72449402	15.13399662	5.000306941	11.67268671		-29.932136	-42.09865184	5.771115149	15.88950026	21.64710396	15.02855589	16.76709694	16.7460943	17.32311831	19.60354616	13.90416092	28.54400474	12.28603495						
Lebanon	LBN	Real interest rate (%)	FR.INR.RINR																														-19.15344956	21.16039869	-8.926880418	-36.26697242	-0.444450802	8.860956069	12.75098441	16.26870084	4.272112296		18.60137344	20.67302472	19.04036357	11.10571049	11.66094378	12.47587263	11.88850765	9.36232859	6.92304089	2.298338153	-0.843391891	8.128464312	3.998361277	1.677781385	5.512556185	5.91319025	5.363960097	
Liberia	LBR	Real interest rate (%)	FR.INR.RINR																					8.148076805	20.05522268	13.02298973	24.23465682	14.58940063	17.94354571	13.91132186	-2.750367597	4.038605156	10.2126156					8.714884193	8.502412625		29.81828357	30.4339778	15.65771617	29.44787554	27.65071768	19.67459392	6.733012003	6.204039662	6.345751194	13.63016615	2.996360164	6.566110739	-11.5197404	8.313723605	2.952691977	9.165080216	9.99438325	10.52162611	11.39319045	
Libya	LBY	Real interest rate (%)	FR.INR.RINR																																									-5.566230603	-0.172521972	-15.91173292	-6.437945408	-13.47577355	-17.4564761	-2.857068378	-4.521853726	-12.99319769	41.92524865	-7.148731162	-10.35995129					
St. Lucia	LCA	Real interest rate (%)	FR.INR.RINR																						2.500106362	6.846093678	9.481349896	9.725790417	11.87619467	9.724140386	5.949266059	9.57044212	5.515147761	7.269808962	5.774407774	8.980220838	11.41985782	7.080396541	7.41287222	17.76585985	6.015966943	8.909954743	9.620415776	4.697892888	14.99658719	12.08522644	10.97174128	9.311032067	3.252415854	5.610778952	2.684509576	11.1524011	10.7574469	3.401541972	6.929440398	6.402639076	7.550468857	4.093191947	7.935502868	
Latin America & Caribbean	LCN	Real interest rate (%)	FR.INR.RINR																																																									
Least developed countries: UN classification	LDC	Real interest rate (%)	FR.INR.RINR																																																									
Low income	LIC	Real interest rate (%)	FR.INR.RINR																																																									
Liechtenstein	LIE	Real interest rate (%)	FR.INR.RINR																																																									
Sri Lanka	LKA	Real interest rate (%)	FR.INR.RINR																																										0.514847021	3.753927293	0.18513846	1.257802174	1.558859896	3.112026416	2.605978913	2.443958482	4.949115199	-11.01737955	6.41051086	3.123360826	3.504474334	2.396733369	5.146235125	
Lower middle income	LMC	Real interest rate (%)	FR.INR.RINR																																																									
Low & middle income	LMY	Real interest rate (%)	FR.INR.RINR																																																									
Lesotho	LSO	Real interest rate (%)	FR.INR.RINR																					-21.53231268	2.152200931	20.73001274	3.645053225	8.870616043	0.518098447	-2.302495552	-0.550146647	-5.408885465	3.606608548	7.439055596	2.583081595	3.838375927	3.945629447	5.763247655	3.576271879	10.50764201	8.424547271	9.274708109	10.23497218	10.26643364	4.915807497	3.339273407	13.85354288	2.602677203	4.965211393	2.734759584	12.67705449	2.911974982	12.90970718	6.92016783	1.940863438	7.704118718	1.719262738	1.028383145	6.527427671	
Late-demographic dividend	LTE	Real interest rate (%)	FR.INR.RINR																																																									
Lithuania	LTU	Real interest rate (%)	FR.INR.RINR																																					2.166856898	2.63967663	8.568367819	14.52724704	10.72305225	9.98498445	6.50521359	6.70547751	2.975109649	-1.521721426	-1.527631054	-1.570893579	-1.181024171	12.08674174	3.526758522						
Luxembourg	LUX	Real interest rate (%)	FR.INR.RINR																					1.231119979	2.283956371	-0.732216411	2.397803924	4.638092662	5.487804867	7.840340662	7.119985676	3.825678951	3.1041965	5.575642065	6.312101616	4.840421549	1.578767263	2.936923787	4.072945884	1.381889138	6.417898076	7.784751358																		
Latvia	LVA	Real interest rate (%)	FR.INR.RINR																																					11.70199114	8.918800564	9.052502459	12.51826821	7.964885334	8.67415486	2.734657972	0.442315665	0.642664542	-4.557768047	-4.552281715	-7.690040225	0.026828513	28.79081358	10.62869957	-0.001018767	1.805833964	4.563972377			
"Macao SAR, China"	MAC	Real interest rate (%)	FR.INR.RINR																												-6.09925517	-0.656394617	-2.190074029	-0.98493035	-1.877061272	-7.725742912	-2.735915968	1.400030959	1.456513673	8.02026633	8.52199659	14.17101686	11.51305213	12.15742785	11.60387689	7.528989499	5.915859384	4.016235111	1.402461696	0.885198292	-0.930806238	-4.236243072	4.335043865	0.44943634	-2.087898374	-1.570947003	-2.298668906	-3.089350081	0.825675931	
St. Martin (French part)	MAF	Real interest rate (%)	FR.INR.RINR																																																									
Morocco	MAR	Real interest rate (%)	FR.INR.RINR																			-1.307184751	-0.321030619	-19.56286185	-2.25675176	0.660073727	0.027860063	0.752201399	-1.104730665	1.171496635	5.810030295	5.140708769	5.907522524	1.212357251	3.419174362			9.283819153	3.509534234	11.26545168	10.95843181	13.05758163	12.85722577	14.15989542	12.51603815	11.77415955	11.37898137	10.1569433	10.18816514											
Monaco	MCO	Real interest rate (%)	FR.INR.RINR																																																									
Moldova	MDA	Real interest rate (%)	FR.INR.RINR																																					6.893677702	18.50919263	23.83309277	-6.418502297	5.064196774	14.81528662	12.46762696	3.851051986	11.99377616	9.068865962	4.151727753	2.51768256	10.81962786	17.98376499	4.761865058	6.690575204	5.119519787	7.837662301	4.359160491	4.170591087	
Madagascar	MDG	Real interest rate (%)	FR.INR.RINR																														9.174130859	12.86725366	10.28985197	9.251387109	12.41817648	-7.873560873	-5.253083153	12.65367252	21.162961	17.11903773	16.66626957	17.96723101	16.76461923	8.652400443	20.90739901	9.795114336	7.336089777	16.17506795	32.29523402	32.9146225	33.8097365	36.95554657	40.90373019	51.67303183	52.25613323	50.05716419	48.7613514	
Maldives	MDV	Real interest rate (%)	FR.INR.RINR																																											11.08948184	13.99965857	10.97678744	11.46158768	2.871320053	5.149878421	5.356919829	5.02807017	9.420626152	-0.397914916	4.682599668	4.827378951	6.590333424	3.014362086	
Middle East & North Africa	MEA	Real interest rate (%)	FR.INR.RINR																																																									
Mexico	MEX	Real interest rate (%)	FR.INR.RINR																																		-12.19519869	10.22520606	21.16706615	5.521569185	3.685262528	9.767869891	5.176618059	5.514284219	7.043332856	2.450536584	0.99725858	-0.805435913	4.066020097	1.251543658	2.41663912	2.5513992	3.416395552	0.767102752	-0.353350571	1.431810039	2.446492366	-1.105459775	0.878901809	
Marshall Islands	MHL	Real interest rate (%)	FR.INR.RINR																																																									
Middle income	MIC	Real interest rate (%)	FR.INR.RINR																																																									
"Macedonia, FYR"	MKD	Real interest rate (%)	FR.INR.RINR																																			3.148435898	24.64489847	18.19722987	16.82574879	19.3726178	17.23790213	4.518850224	13.97173195	17.25689074	14.11561341	12.62904216	6.898908902	7.785799685	5.39309982	3.973637948	9.749533467	7.293185556	4.961615666	7.417724969	3.40711999	6.23859491	4.161464786	
Mali	MLI	Real interest rate (%)	FR.INR.RINR																																														2.491377297	4.417835424	5.532926567	2.715170562	4.862862013	3.911061915	-3.319936103	5.014279999	11.28429198	6.22459159	5.06212561	
Malta	MLT	Real interest rate (%)	FR.INR.RINR																2.502545684	2.830982142	2.935057715	3.691629483	1.688709783	-3.90823675	0.203804853	4.406642417	8.330934425	8.191117279	7.316912078	4.329981406	4.801995733	6.478305293	6.219426791	5.185550807	4.982179883	4.775830172	5.488814583	4.768416253	6.544761401	5.547083068	2.276299152	6.616452209	4.413028019	-0.050730292	4.086141365	4.680794768	7.24089211	4.215361062	3.646439295	2.712430509	3.347139688	2.803883958	1.73413497	0.741729294	2.382732961	2.699928567				
Myanmar	MMR	Real interest rate (%)	FR.INR.RINR																	-3.748991006	4.328351753	7.145667165	2.256604531	6.68227786	3.423327695	4.474539643	5.926656439	5.347467857	6.33348753	1.356573564	-10.9193285	-13.73500208	-31.50879445			-11.29033049		-4.570890904	-2.592660331	-5.313415386	-12.9259873	-14.22801815	-5.312674504	12.48097267	-7.885383462	-18.73304277	-4.561574494	11.00265232	-3.493963218	-4.301025572	-5.373421319	2.976044704	11.55755401	9.301652978	5.513382618	9.570342062	8.260287901	8.472844488	8.717681034	
Middle East & North Africa (excluding high income)	MNA	Real interest rate (%)	FR.INR.RINR																																																									
Montenegro	MNE	Real interest rate (%)	FR.INR.RINR																																															1.920075729	-3.118567616	1.464111857	6.794939128	7.052765616	8.383172008	9.36892607	7.174698312	8.290379252	8.082364743	
Mongolia	MNG	Real interest rate (%)	FR.INR.RINR																																		-4.511184173	130.7842898	46.23330622	69.5822726	49.62478288	50.9791099	29.87558752	22.27952707	24.35655031	27.40158408	19.65780616	12.66747256	8.719842379	4.055995556	9.137236012	-0.712580735	19.48433853	-13.73017465	1.294458949	4.725330816	15.13409746	10.7740526	17.58284251	
Northern Mariana Islands	MNP	Real interest rate (%)	FR.INR.RINR																																																									
Mozambique	MOZ	Real interest rate (%)	FR.INR.RINR																																							17.29825213	10.18965116	7.336751256	7.074523048	14.19614591	18.84733264	13.56476518	12.49509191	9.875794708	11.99830623	9.564229335	14.44355592	8.007123422	15.25903025	10.35281606	10.97321048	11.85175915	9.996942801	
Mauritania	MRT	Real interest rate (%)	FR.INR.RINR																					5.117486184	4.414200729	1.738679655	4.423258493	0.980405528	1.591977311	4.418923375	1.392216643	6.278804875	1.874372834	7.168106839	-22.21371597	9.543414407	5.066841508	6.367719582	17.00805785	19.77568916	8.85367292	5.950435415	21.33285243	19.14512212	16.62441569	12.08430137	12.25277717	8.274585355	12.34807687	4.679260654	19.47892024	9.954083402	18.17489008	-1.579411473	0.945838428	15.85563208				
Mauritius	MUS	Real interest rate (%)	FR.INR.RINR																						1.193897163	4.142518546	6.129501833	5.384447612	5.206870735	5.84208701	1.071604865	3.672112801	4.572313187	7.154860409	8.461089644	11.17133141	6.741531327	11.6007568	14.61938372	12.90672301	13.12385499	12.10842417	15.52189342	18.30305382	13.07597056	14.30856968	14.4589133	14.0534773	16.09714073	9.295993207	12.52521687	5.539934787	9.969420868	7.662271804	5.578830183	6.051931317	5.595201535	6.916948313	7.476613253	
Malawi	MWI	Real interest rate (%)	FR.INR.RINR																					0.754721918	1.799104682	8.058069552	6.386387644	3.305733817	8.669871861	4.837239274	2.37837669	-6.74474343	0.400390988	9.343112032	8.408556004	7.701142712	1.03400569	3.826622095	-16.86396592	-4.602873197	6.136607323	15.15550945	9.945219853	17.3066457	24.31428075	-29.22136223	34.95417994	19.14440703	20.17504781	10.23841067	22.68551349	11.89045703	16.07989435	11.14611158	8.480538293	12.47173731	14.69812997	19.36231212	19.24729441	
Malaysia	MYS	Real interest rate (%)	FR.INR.RINR																												2.695510452	5.48154488	4.24367161	4.796496487	5.564149994	7.564707568	5.812049547	4.64391162	4.917824656	6.041064147	6.905089525	3.350316522	8.513670009	-1.0850813	8.848512882	3.296581956	2.905763855	0.034267768	-2.672968815	2.409172586	4.442914916	-5.289431884	10.63331094	-2.517774179	-0.4719837	3.749442233	4.429489466	2.07141773	4.974857257	
North America	NAC	Real interest rate (%)	FR.INR.RINR																																																									
Namibia	NAM	Real interest rate (%)	FR.INR.RINR																																16.38134202	8.998077092	8.619944734	-3.016575146	11.18820656	3.662156423	12.37925359	11.43497504	11.04477094	2.619611788	2.941138517	2.807955055	13.55763486	9.307952415	4.815107754	1.746020135	5.588997789	2.549994994	3.884938105	5.944006439	4.744407807	-3.747278602	-0.394141	1.824040883	9.524040438	
New Caledonia	NCL	Real interest rate (%)	FR.INR.RINR																																																									
Niger	NER	Real interest rate (%)	FR.INR.RINR																																														6.559377851	11.85361909	5.375133086	3.070008988	5.544245179	7.152596832	6.183911269	6.00173523	7.339510592	9.625151118	9.081201702	
Nigeria	NGA	Real interest rate (%)	FR.INR.RINR											-29.26951735	5.576788732	3.991658474	1.569257787	-25.6667594	-13.96816185	-6.867482824	-4.257604524	-6.28956771	-3.319853087	-3.547418213	-8.05541873	4.491262162	-3.33206303	-2.671344005	3.686666394	-1.496761306	-31.92181716	-5.129284669	-16.95996055	14.64820819	2.072104493	-25.76700943	4.374451184	-8.034408453	-43.5726628	-9.711973747	16.61355048	25.28226568	2.767926713	-10.31976299	23.83785487	-10.81214181	8.613594343	19.36913623	-3.340372768	-0.373095114	11.6143345	4.190483705	23.70649656	-42.31018291	5.941525553	6.883105755	10.24734736	11.35621215	13.59582936	
Nicaragua	NIC	Real interest rate (%)	FR.INR.RINR																													789.7989307	-86.31763244	-97.61634262	-97.44973261	-3.515960809	-0.136600532	-48.59368094	5.72992529	10.13533748	10.23839709	6.664668372	7.642792269	8.821366161	10.54772814	14.57340727	9.700975379	4.071982807	2.033608231	3.091738175	3.140851492	-2.640382171	7.01686156	6.774368591	0.206436936	5.24765625	9.890491956	4.288476236	4.016065896	
Netherlands	NLD	Real interest rate (%)	FR.INR.RINR																			7.514234989	11.19482834	6.848296398	7.387819232	6.253854704	6.972409061	6.419780236	8.312143063	8.395526462	9.29080137	6.894683916	9.276873104	10.03374688	8.998302157	10.00457143	8.659980608	6.103043543	5.039659787	4.647621349	3.410235951	4.355857079	1.997878899	1.134046652	0.78917173	0.319063219	0.811404245	1.38134401	0.821120456	0.966585842	2.447200376	2.073522315	1.577408164	0.894446188	1.855470822	0.202454142				
Norway	NOR	Real interest rate (%)	FR.INR.RINR																				6.241912588	-0.111463228	1.170070092	3.610572104	6.766488765	6.91083908	7.806222574	16.61233895	8.896206197	11.03425933	8.311468616	9.958990074	11.71910486	15.0056988	6.723187363	8.549272152	4.403700573	2.3196508	3.127230825	10.56317488	0.885730637	-5.63475851	6.935588584	10.5842061	1.81491327	-1.696092601	-4.339360156	-3.747272934	3.486514208	-2.870418872	10.00576267							
Nepal	NPL	Real interest rate (%)	FR.INR.RINR																-12.17253184	12.38855866	18.21412253	4.232186164	3.656752517	5.938556248	5.616816822	5.626644788	4.195710945	9.985199027	5.006350288	1.11379313	2.04371206	2.848169717	3.363007199	3.342593078						4.685422194	6.769794074	9.501828408	2.246627083	4.772454745	-3.018205322	2.728841235	4.216890314	4.160239495	1.889955815	0.596088389	0.368679302	2.253501944	-6.822917904	-6.20679361						
Nauru	NRU	Real interest rate (%)	FR.INR.RINR																																																									
